ID	Mass	Radius	e	a	Torb	Incl	
1754b	1.07	1.05	0.099	0.401	52.25	-44.82	
1754c	1.06	0.99	0.013	1.866	525.35	-10.96	
1755a	2.97	1.52	0.116	2.908	1022.08	83.99	
1756a	0.28	0.70	0.952	1.148	249.80	58.01	
1756b	0.70	0.88	0.016	2.949	1028.36	-38.65	
1756c	2.13	1.40	0.265	0.014	0.33	77.31	
1756d	0.98	1.02	0.081	1.426	345.87	-25.93	
1756e	2.76	1.31	0.279	0.188	16.57	-65.94	
1757a	0.98	1.00	0.012	0.474	66.31	-2.14	
1757b	0.95	1.02	0.304	0.855	160.66	62.42	
1758a	2.02	1.38	0.066	0.785	152.93	41.27	
1759a	3.02	1.65	0.026	0.308	37.60	78.99	
1759b	0.15	0.59	0.039	0.944	201.42	12.56	
1760a	0.29	0.70	0.224	0.009	0.19	-5.72	
1761a	0.41	0.78	0.053	2.642	943.25	78.17	
1762a	1.23	1.04	0.020	1.305	327.34	-39.16	
1762b	2.70	1.25	0.151	0.012	0.30	-87.17	
1762c	2.37	1.58	0.116	2.320	776.23	82.62	
1763a	2.91	1.75	0.179	0.139	10.63	63.02	
1764a	1.87	1.18	0.428	0.012	0.27	-1.49	
1765a	1.37	1.07	0.079	2.747	1163.65	-63.32	
1766a	1.53	1.10	0.495	0.027	1.12	-84.53	
1767a	0.85	0.98	0.465	0.017	0.59	56.54	
1767b	1.37	1.11	0.509	2.231	851.56	88.57	
1767c	0.26	0.71	0.079	0.194	21.89	53.20	
1768a	0.67	0.86	0.016	2.926	1047.25	57.59	
1768b	0.72	0.92	0.085	0.746	134.73	49.54	
1768c	0.68	0.90	0.486	1.846	524.92	-68.07	
1769a	1.78	1.14	0.883	0.813	153.44	40.46	
1770a	0.35	0.75	0.297	1.991	587.71	-21.99	
1771a	2.04	1.43	0.520	0.017	0.46	-54.83	
1772a	1.00	1.01	0.394	0.378	48.22	22.93	
1773a	2.71	1.56	0.696	1.764	485.28	-29.54	
1774a	2.92	1.53	0.097	0.764	138.17	12.61	
1775a	2.31	1.24	0.071	0.023	0.75	-59.45	
1775b	2.92	1.78	0.210	1.997	599.95	-38.04	
1775c	2.89	1.82	0.266	1.244	295.08	-86.92	
1776a	2.81	1.46	0.029	0.989	212.43	-86.79	
1776b	0.75	0.89	0.078	0.038	1.63	-50.12	
1777a	0.12	0.56	0.027	0.906	231.44	29.73	
1778a	1.71	1.13	0.312	0.036	1.84	-18.26	
1779a	0.01	0.30	0.196	2.859	1114.03	88.94	
1780a	1.44	1.09	0.244	0.896	195.41	57.52	
1780b	0.57	0.87	0.112	2.477	898.32	51.41	
1780c	1.40	1.09	0.624	2.762	1057.36	52.65	
1780d	0.57	0.86	0.077	0.041	1.90	-32.64	
1781a	0.04	0.41	0.015	0.005	0.07	-4.23	
1782a	1.41	1.06	0.293	1.051	248.39	-77.73	
1783a	3.05	1.69	0.152	2.875	1102.70	-74.40	
1784a	2.59	1.33	0.131	1.115	266.43	-86.34	
1785a	1.12	1.02	0.023	2.657	979.90	-16.66	
1786a	0.20	0.64	0.323	0.041	1.87	88.99	
1787a	0.37	0.77	0.368	1.215	304.72	-32.68	
1788a	2.39	1.48	0.990	2.316	802.05	-47.60	
1789a	2.28	1.54	0.180	0.015	0.41	-62.39	
1789b	3.01	1.59	0.166	0.040	1.83	-45.11	
1789c	2.85	1.83	0.050	1.035	239.63	-31.91	
1789d	1.41	1.07	0.017	0.059	3.26	38.76	
1790a	0.35	0.74	0.020	2.005	662.48	-29.07	
1791a	0.40	0.78	0.058	2.611	984.56	-72.60	
1792a	0.38	0.78	0.013	1.346	292.67	64.93	
1793a	2.00	1.22	0.100	0.357	39.97	61.25	
1794a	1.04	1.02	0.201	0.052	2.19	-78.13	
1795a	2.32	1.42	0.012	2.628	952.37	1.48	
1795b	0.44	0.81	0.163	0.448	67.06	-16.31	
1796a	0.18	0.63	0.195	0.654	105.98	62.50	
1796b	2.57	1.21	0.033	0.014	0.34	19.61	
1797a	3.00	1.82	0.196	2.881	978.98	-59.59	
1798a	0.47	0.81	0.073	2.913	923.67	25.14	
1798b	1.96	1.25	0.454	1.131	223.57	-50.88	
1798c	1.39	1.14	0.054	0.147	10.51	-46.65	
1799a	0.23	0.68	0.915	1.692	409.00	-14.86	
1800a	0.47	0.78	0.148	0.009	0.19	-33.13	
1801a	1.40	1.12	0.849	2.754	992.67	8.87	
1802a	2.46	1.33	0.024	2.323	722.40	43.49	
1803a	1.33	1.11	0.025	0.018	0.50	-25.54	
1804a	1.78	1.21	0.460	2.734	1054.72	-76.55	
1804b	1.64	1.14	0.014	2.068	693.88	-31.46	
1804c	1.47	1.15	0.049	2.806	1096.76	49.18	
1805a	0.33	0.71	0.019	0.030	1.49	88.73	
1805b	0.09	0.49	0.077	0.013	0.41	-55.03	
1805c	0.74	0.92	0.065	0.047	2.91	62.34	
1805d	1.55	1.13	0.020	0.028	1.36	-84.54	
1806a	2.93	1.53	0.777	2.956	1074.53	88.84	
1807a	2.39	1.39	0.960	1.218	284.24	77.85	
1808a	2.17	1.37	0.180	0.150	11.70	85.24	
1808b	0.47	0.84	0.088	2.146	632.39	38.94	
1808c	0.30	0.74	0.033	0.025	0.81	-36.84	
1808d	1.66	1.15	0.091	0.014	0.34	-12.36	
1809a	2.75	1.55	0.012	1.023	208.22	89.75	
1810a	0.32	0.73	0.293	0.438	52.53	65.08	
1811a	0.12	0.55	0.106	1.711	406.23	-49.09	
1811b	1.58	1.09	0.321	0.519	67.87	46.89	
1812a	3.01	1.43	0.924	1.101	209.64	-41.09	
1813a	1.40	1.07	0.678	2.868	1314.08	76.24	
1814a	0.66	0.91	0.659	2.589	1126.96	-78.47	
1815a	1.59	1.12	0.038	0.035	1.39	35.92	
1816a	0.70	0.91	0.332	0.797	153.71	-50.02	
1817a	2.28	1.54	0.026	0.349	40.67	-6.51	
1817b	1.18	1.02	0.157	1.048	211.66	-40.31	
1817c	2.44	1.60	0.015	0.181	15.14	-76.66	
1817d	1.27	1.07	0.203	0.097	5.99	59.28	
1818a	1.21	1.04	0.051	0.203	18.00	-40.95	
1818b	2.29	1.52	0.656	0.018	0.46	67.16	
1818c	0.49	0.82	0.423	0.008	0.14	-44.32	
1819a	1.71	1.14	0.252	1.007	224.65	2.84	
1820a	2.65	1.41	0.074	0.026	0.94	-72.48	
1821a	1.07	0.98	0.066	0.033	1.29	28.81	
1821b	1.97	1.25	0.265	0.028	1.03	-83.90	
1822a	1.48	1.13	0.177	0.237	23.97	4.17	
1823a	0.84	0.93	0.660	2.423	785.02	-11.89	
1824a	2.16	1.08	0.957	0.036	1.42	-84.80	
1825a	1.78	1.20	0.182	0.017	0.61	16.60	
1826a	0.28	0.68	0.023	0.506	100.14	-27.71	
1827a	0.18	0.62	0.350	2.948	1406.37	83.92	
1828a	1.54	1.12	0.034	1.922	554.49	-52.73	
1829a	1.77	1.20	0.124	2.044	827.06	63.01	
1830a	0.19	0.62	0.014	0.007	0.15	57.32	
1831a	0.71	0.89	0.239	1.674	505.23	56.02	
1831b	0.09	0.50	0.334	1.819	572.52	-67.19	
1831c	0.68	0.91	0.095	2.320	824.67	-48.68	
1831d	0.54	0.81	0.132	1.264	331.48	-41.28	
1832a	0.35	0.74	0.197	0.469	92.71	-50.85	
1832b	0.59	0.84	0.056	2.360	1046.15	34.54	
1833a	0.46	0.78	0.397	0.109	8.34	-29.70	
1834a	0.73	0.91	0.208	0.336	44.86	54.82	
1834b	1.21	1.06	0.888	2.154	728.52	-50.37	
1835a	0.93	1.00	0.849	0.288	35.59	30.62	
1836a	0.59	0.85	0.020	0.228	30.61	28.12	
1836b	2.01	1.12	0.759	2.953	1423.14	30.56	
1836c	0.73	0.91	0.465	1.443	486.07	-46.71	
1836d	1.62	1.19	0.045	0.951	260.03	50.85	
1837a	2.42	1.58	0.258	0.502	73.32	35.55	
1838a	2.46	1.44	0.598	1.878	530.15	-10.74	
1838b	1.66	1.16	0.028	0.629	102.77	-32.44	
1838c	0.85	0.98	0.431	0.246	25.11	15.78	
1838d	0.59	0.83	0.227	0.009	0.18	66.30	
1838e	2.15	1.48	0.051	1.792	494.52	18.55	
1839a	1.53	1.10	0.042	0.109	7.39	69.16	
1840a	1.69	1.17	0.287	0.783	143.48	83.27	
1841a	2.15	1.44	0.061	1.114	243.56	-47.22	
1841b	3.03	1.45	0.029	2.953	1050.74	-39.12	
1841c	1.92	1.24	0.017	0.687	117.90	18.62	
1842a	1.61	1.10	0.094	0.220	22.60	-54.89	
1843a	0.72	0.89	0.237	0.056	2.77	-33.78	
1843b	1.82	1.15	0.145	2.198	685.22	-70.76	
1843c	0.27	0.71	0.750	0.018	0.50	-68.61	
1843d	2.35	1.32	0.161	0.014	0.33	83.85	
1844a	1.67	1.17	0.106	2.690	928.16	83.14	
1845a	1.65	1.16	0.043	0.038	1.45	0.67	
1846a	1.98	1.24	0.023	1.812	479.31	25.82	
1847a	1.00	0.97	0.056	0.011	0.22	49.41	
1847b	1.61	1.11	0.033	0.013	0.29	-54.44	
1847c	2.04	1.16	0.341	0.030	1.01	59.38	
1847d	0.96	1.00	0.047	0.234	22.28	-4.36	
1848a	0.62	0.91	0.011	0.011	0.22	14.14	
1849a	2.73	1.51	0.016	0.393	55.30	20.96	
1850a	1.88	1.24	0.218	0.836	109.54	46.17	
1851a	1.19	1.02	0.098	1.374	228.47	40.61	
1851b	2.33	1.36	0.018	2.239	475.41	-70.00	
1851c	3.08	1.41	0.422	0.057	1.91	-74.43	
1852a	0.94	0.97	0.303	0.026	0.59	-14.41	
1853a	2.60	1.67	0.115	0.065	3.49	-13.56	
1854a	2.06	1.17	0.620	2.372	776.43	31.76	
1855a	1.60	1.16	0.025	0.025	0.86	-88.13	
1856a	1.47	1.15	0.026	0.034	1.35	28.98	
1857a	0.72	0.95	0.113	0.013	0.30	-9.88	
1858a	2.52	1.56	0.627	0.022	0.64	72.92	
1859a	1.46	1.13	0.073	0.026	0.79	-0.84	
1860a	1.97	1.23	0.138	0.162	12.69	86.26	
1861a	0.66	0.88	0.027	0.009	0.18	45.70	
1862a	2.39	1.46	0.278	1.151	249.44	-9.77	
1863a	0.95	0.98	0.090	0.021	0.67	-10.79	
1864a	2.62	1.63	0.027	1.594	437.01	-13.75	
1865a	0.92	0.99	0.245	1.695	591.90	14.35	
1866a	0.57	0.87	0.303	0.164	13.94	53.49	
1867a	3.06	1.76	0.706	0.034	1.29	16.27	
1867b	2.76	1.78	0.281	0.206	19.54	-65.29	
1867c	1.77	1.13	0.294	2.629	892.13	72.08	
1868a	0.31	0.71	0.630	0.770	136.44	-4.64	
1869a	1.35	1.07	0.975	0.054	2.51	-21.75	
1870a	0.83	0.94	0.012	1.134	231.91	-54.49	
1871a	2.80	1.44	0.069	0.592	87.49	10.39	
1872a	1.50	1.10	0.207	0.033	1.23	5.52	
1873a	1.49	1.09	0.040	1.648	442.52	47.20	
1874a	3.02	1.69	0.123	0.021	0.47	-83.38	
1874b	1.11	1.05	0.663	0.050	1.77	81.36	
1874c	2.30	1.22	0.077	1.784	376.84	38.80	
1875a	0.43	0.79	0.522	0.009	0.16	-72.28	
1876a	0.95	0.99	0.028	0.216	21.94	80.15	
1877a	2.56	1.22	0.034	2.380	802.13	39.60	
1878a	0.82	0.98	0.340	0.142	11.67	-81.31	
1879a	1.66	1.16	0.030	0.652	121.96	-14.70	
1880a	1.23	1.06	0.493	0.059	3.98	10.21	
1881a	1.61	1.17	0.023	1.498	468.50	19.14	
1882a	0.09	0.50	0.072	2.416	959.90	31.89	
1883a	1.08	0.99	0.806	0.701	150.12	-28.40	
1884a	3.02	1.66	0.183	0.563	84.86	5.44	
1885a	1.35	1.11	0.138	0.013	0.31	-21.70	
1886a	2.21	1.23	0.311	2.065	621.00	-65.61	
1886b	0.12	0.57	0.078	0.997	208.33	44.75	
1886c	2.53	1.26	0.278	0.702	123.15	18.68	
1886d	1.90	1.19	0.178	2.433	794.21	-40.33	
1887a	0.91	0.96	0.035	0.026	0.99	-11.60	
1888a	1.52	1.09	0.029	1.255	327.98	35.96	
1889a	1.54	1.08	0.244	2.845	1119.40	-9.29	
1890a	1.55	1.09	0.072	2.953	1072.85	-42.54	
1891a	1.73	1.13	0.015	0.016	0.44	9.67	
1891b	1.26	1.08	0.017	0.160	13.53	62.00	
1891c	0.73	0.90	0.017	0.109	7.66	67.64	
1891d	0.53	0.84	0.029	0.426	58.75	65.48	
1892a	2.11	1.13	0.058	0.331	37.97	-73.07	
1893a	1.38	1.11	0.035	0.035	1.28	19.62	
1893b	1.32	1.11	0.123	0.064	3.21	46.96	
1893c	1.56	1.18	0.698	2.946	1007.55	-26.16	
1894a	2.66	1.50	0.155	0.780	137.13	67.38	
1895a	1.70	1.18	0.062	0.034	1.35	-16.11	
1896a	2.79	1.77	0.174	1.896	551.88	-48.83	
1897a	2.40	1.48	0.110	0.015	0.37	-6.79	
1898a	2.52	1.61	0.119	0.532	77.37	54.28	
1899a	1.05	1.04	0.368	2.714	1050.26	36.71	
1900a	0.59	0.88	0.018	0.363	40.64	-9.44	
1901a	0.95	0.99	0.021	0.032	1.06	-54.48	
1901b	0.34	0.75	0.011	0.114	7.19	44.59	
1901c	1.93	1.21	0.815	0.026	0.76	-13.20	
1901d	2.89	1.80	0.044	0.141	9.82	68.56	
1902a	1.60	1.10	0.011	0.597	85.75	62.69	
1903a	1.95	1.24	0.360	0.013	0.28	85.41	
1903b	1.16	1.00	0.706	2.440	716.83	-35.60	
1903c	2.45	1.45	0.159	0.014	0.31	27.89	
1904a	2.52	1.31	0.771	0.013	0.27	-46.66	
1905a	0.73	0.95	0.103	1.282	300.47	56.42	
1905b	0.92	0.95	0.035	2.913	1029.97	13.56	
1905c	0.54	0.82	0.020	0.008	0.16	27.92	
1905d	0.85	0.99	0.048	0.379	48.37	-39.47	
1906a	2.90	1.37	0.223	1.540	395.72	-51.70	
1906b	1.38	1.08	0.012	0.275	29.80	58.18	
1906c	3.02	1.44	0.020	2.686	911.48	4.59	
1906d	0.42	0.79	0.156	0.059	2.98	-10.08	
1907a	1.65	1.15	0.015	2.886	986.13	75.85	
1908a	0.53	0.85	0.181	0.041	1.65	-2.94	
1909a	1.48	1.15	0.269	0.090	6.42	57.46	
1909b	0.47	0.84	0.135	0.054	3.01	-19.10	
1910a	0.21	0.62	0.236	2.191	771.50	19.96	
1911a	1.65	1.11	0.319	2.851	1177.01	-8.99	
1912a	0.25	0.66	0.438	1.731	638.71	4.07	
1913a	1.24	1.09	0.731	2.404	1045.48	19.30	
1914a	0.84	0.92	0.023	0.124	10.09	74.74	
1914b	3.03	1.74	0.362	1.666	494.61	4.90	
1915a	1.82	1.20	0.021	0.224	22.60	-28.39	
1916a	0.73	0.93	0.248	0.479	70.42	-30.52	
1917a	2.04	1.15	0.033	0.030	1.12	-52.78	
1917b	1.56	1.13	0.119	0.607	100.48	65.80	
1918a	1.05	1.01	0.033	0.020	0.52	40.33	
1919a	2.09	1.40	0.026	1.434	329.90	-2.91	
1920a	0.32	0.73	0.345	0.036	1.30	-73.71	
1921a	1.07	1.00	0.041	2.642	948.86	11.68	
1921b	2.35	1.16	0.691	0.067	3.79	-89.61	
1921c	0.15	0.57	0.028	2.732	997.68	-1.49	
1921d	0.22	0.64	0.155	0.014	0.36	-34.49	
1922a	0.34	0.74	0.012	0.595	103.16	89.01	
1923a	0.95	0.96	0.042	0.066	3.67	-3.13	
1924a	2.97	1.49	0.567	0.208	19.07	20.54	
1925a	1.57	1.13	0.845	0.014	0.38	44.18	
1925b	2.46	1.41	0.064	0.014	0.35	-26.70	
1925c	1.46	1.14	0.035	0.546	88.73	-11.72	
1926a	1.87	1.23	0.612	2.930	1054.69	-63.28	
1927a	0.59	0.86	0.022	0.074	4.21	83.43	
1928a	0.55	0.87	0.370	0.186	15.88	-64.64	
1929a	1.23	1.06	0.017	0.976	191.25	-10.81	
1930a	1.12	1.07	0.204	0.453	64.57	66.93	
1931a	1.42	1.09	0.472	0.995	199.47	55.88	
1932a	2.38	1.39	0.504	0.013	0.31	24.58	
1933a	1.93	1.17	0.026	0.296	37.14	27.28	
1934a	1.50	1.14	0.017	0.012	0.32	-52.59	
1934b	1.66	1.18	0.023	2.952	1277.22	-40.56	
1935a	0.48	0.81	0.426	1.599	477.93	24.04	
1936a	0.34	0.71	0.012	2.139	617.34	-71.99	
1937a	2.43	1.37	0.566	0.013	0.30	-2.31	
1938a	0.62	0.91	0.624	0.012	0.30	-57.57	
1939a	2.50	1.19	0.772	1.267	289.56	42.14	
1940a	1.06	1.04	0.020	0.049	2.93	-45.27	
1941a	1.32	1.10	0.214	1.283	339.05	-5.80	
1942a	0.95	0.96	0.983	0.012	0.25	75.98	
1943a	1.96	1.23	0.026	0.341	50.11	-72.77	
1944a	1.86	1.21	0.316	1.661	399.26	49.77	
1945a	1.21	1.02	0.044	0.346	37.97	43.06	
1946a	0.25	0.68	0.299	0.061	2.90	-64.01	
1947a	2.81	1.41	0.035	0.200	16.07	72.02	
1948a	2.91	1.69	0.036	0.021	0.61	-2.67	
1949a	2.28	1.18	0.242	1.771	460.89	38.86	
1949b	2.50	1.41	0.039	0.134	9.55	-69.97	
1949c	0.82	0.96	0.015	0.385	46.77	70.20	
1950a	0.81	0.91	0.015	0.205	26.30	-47.85	
1951a	1.59	1.11	0.309	0.040	1.84	80.69	
1952a	0.49	0.79	0.252	0.014	0.38	86.12	
1953a	0.24	0.67	0.023	2.438	709.14	45.17	
1953b	2.81	1.34	0.173	0.300	30.59	-67.44	
1953c	1.36	1.10	0.024	2.901	920.84	-37.59	
1954a	1.33	1.06	0.149	0.018	0.41	29.56	
1955a	1.55	1.12	0.021	2.059	588.76	53.51	
1956a	1.89	1.19	0.063	0.015	0.35	-33.97	
1957a	2.33	1.27	0.805	0.277	28.95	19.05	
1958a	0.97	0.99	0.166	0.018	0.52	-24.29	
1959a	2.20	1.28	0.938	0.016	0.42	-25.38	
1960a	2.92	1.39	0.103	0.022	0.58	81.61	
1961a	2.64	1.32	0.214	0.560	79.92	17.94	
1962a	0.58	0.86	0.013	0.009	0.17	47.24	
1963a	3.09	1.59	0.027	0.025	0.82	-87.00	
1964a	0.39	0.80	0.806	0.058	8.04	-6.30	
1964b	0.76	0.95	0.071	0.058	8.00	39.76	
1964c	1.40	1.08	0.040	0.019	1.44	62.68	
1965a	2.04	1.12	0.020	2.742	940.13	28.25	
1965b	2.48	1.26	0.076	0.184	16.29	39.97	
1966a	1.07	1.04	0.959	2.899	1141.44	80.16	
1966b	0.76	0.96	0.070	1.535	439.73	-8.86	
1967a	0.92	0.96	0.018	0.020	0.54	-77.27	
1968a	1.51	1.13	0.867	2.565	818.39	85.11	
1969a	1.88	1.23	0.066	0.017	0.46	-70.66	
1970a	2.62	1.49	0.425	0.015	0.38	-31.65	
1971a	1.66	1.12	0.031	0.314	31.51	-45.36	
1972a	0.65	0.91	0.234	2.185	616.49	-50.29	
1972b	2.69	1.29	0.021	1.826	470.75	-15.91	
1972c	1.11	1.00	0.399	0.010	0.18	-10.39	
1973a	1.83	1.14	0.229	0.012	0.24	84.87	
1973b	1.66	1.17	0.014	0.070	3.54	-58.38	
1973c	1.85	1.17	0.038	0.256	24.68	-68.68	
1973d	0.46	0.79	0.681	0.341	37.97	87.18	
1974a	1.91	1.18	0.455	0.028	0.92	-37.32	
1974b	2.07	1.06	0.188	0.911	173.19	67.42	
1974c	2.70	1.30	0.373	0.568	85.34	34.45	
1975a	1.34	1.07	0.023	1.233	272.60	78.30	
1976a	0.70	0.88	0.962	0.106	6.83	52.52	
1977a	0.56	0.87	0.436	0.552	72.76	-1.36	
1978a	0.49	0.84	0.377	0.507	63.97	-19.99	
1979a	1.92	1.19	0.504	0.244	14.79	19.50	
1980a	1.43	1.14	0.474	0.896	159.59	22.68	
1981a	1.82	1.16	0.033	2.383	611.20	49.15	
1981b	1.14	1.05	0.030	0.040	1.34	-81.91	
1981c	1.72	1.18	0.181	1.449	289.72	-56.28	
1981d	0.90	0.95	0.024	2.876	810.48	54.90	
1982a	1.11	1.01	0.030	0.060	3.56	72.29	
1983a	1.64	1.17	0.066	2.393	893.57	10.24	
1984a	1.75	1.18	0.034	0.033	1.46	87.16	
1985a	1.37	1.05	0.589	0.014	0.44	-40.90	
1986a	0.45	0.81	0.418	0.095	6.46	66.14	
1987a	1.40	1.12	0.223	2.076	564.97	-15.83	
1988a	0.98	0.96	0.012	0.127	12.35	84.98	
1989a	1.06	0.97	0.114	0.018	0.67	13.34	
1990a	1.59	1.12	0.150	0.014	0.43	-74.29	
1990b	0.09	0.52	0.398	0.894	223.40	9.62	
1991a	0.48	0.81	0.289	1.017	246.03	-14.90	
1992a	1.19	1.02	0.051	2.038	688.54	-35.92	
1993a	1.35	1.08	0.617	0.011	0.57	69.43	
1993b	0.51	0.83	0.147	0.261	64.85	-84.39	
1994a	1.42	1.12	0.027	2.866	2356.79	-57.34	
1994b	0.53	0.82	0.025	2.915	2417.49	-72.74	
1994c	0.90	0.99	0.044	2.785	2257.59	-12.44	
1995a	0.21	0.66	0.074	2.879	2372.52	-69.61	
1996a	0.08	0.52	0.056	1.237	604.62	-75.37	
1997a	2.47	1.51	0.015	0.674	113.93	35.23	
1998a	0.29	0.70	0.278	1.206	355.23	75.13	
1998b	1.00	1.02	0.016	0.010	0.27	-19.20	
1998c	1.27	1.09	0.033	0.344	54.23	-25.61	
1999a	1.37	1.12	0.132	0.059	2.53	66.07	
1999b	2.36	1.34	0.013	0.608	84.12	-44.44	
1999c	2.40	1.58	0.206	0.020	0.49	53.91	
2000a	0.57	0.83	0.112	2.312	711.62	-35.54	
2001a	0.75	0.93	0.047	2.839	972.18	22.15	
2002a	0.59	0.89	0.018	2.756	930.04	-45.61	
2002b	2.83	1.39	0.111	2.870	988.37	-50.11	
2003a	2.77	1.35	0.208	0.013	0.32	28.93	
2004a	1.72	1.16	0.438	0.012	0.25	14.11	
2004b	2.00	1.22	0.879	0.021	0.62	63.67	
2005a	2.49	1.26	0.126	0.277	29.95	40.91	
2006a	0.26	0.68	0.477	0.326	40.46	75.08	
2006b	2.87	1.81	0.410	0.020	0.63	-58.96	
2006c	0.59	0.87	0.045	0.571	93.54	-0.69	
2007a	1.18	1.06	0.350	0.094	6.23	-46.21	
2008a	2.94	1.36	0.070	0.197	18.26	-56.05	
2008b	1.02	0.97	0.227	2.675	910.96	-53.31	
2009a	0.23	0.67	0.206	0.026	0.92	-55.20	
2009b	1.85	1.19	0.298	0.398	55.43	14.24	
2009c	2.47	1.49	0.941	2.320	780.58	47.35	
2010a	2.03	1.42	0.323	1.861	475.63	53.28	
2010b	1.09	1.05	0.023	0.446	55.83	-59.25	
2011a	2.17	1.50	0.047	1.839	463.54	15.68	
2012a	1.59	1.16	0.218	1.593	406.13	-79.08	
2013a	0.10	0.54	0.197	0.601	94.07	-62.33	
2014a	2.36	1.15	0.270	0.041	1.69	-39.10	
2015a	1.55	1.17	0.013	0.032	1.20	-61.49	
2016a	1.45	1.12	0.654	1.095	221.10	-30.73	
2017a	1.96	1.25	0.422	0.965	165.12	76.97	
2017b	0.30	0.69	0.140	0.018	0.43	80.33	
2018a	0.82	0.95	0.951	2.808	794.26	45.64	
2018b	1.21	1.08	0.014	2.595	705.59	-17.80	
2018c	2.11	1.30	0.017	0.014	0.29	-15.70	
2018d	2.76	1.60	0.168	2.880	825.15	86.48	
2019a	1.41	1.07	0.119	1.486	404.89	-37.90	
2020a	1.44	1.11	0.878	0.046	1.97	87.13	
2021a	2.68	1.31	0.086	2.613	874.60	-73.69	
2022a	0.51	0.85	0.925	2.883	1087.92	-63.26	
2023a	1.11	0.99	0.222	0.996	201.80	36.68	
2024a	2.47	1.35	0.013	0.253	28.09	35.52	
2024b	0.21	0.66	0.934	2.445	844.60	87.31	
2025a	1.00	1.01	0.109	0.012	0.29	-34.05	
2026a	2.95	1.85	0.024	2.138	694.44	-21.72	
2026b	2.91	1.77	0.021	0.017	0.49	-79.27	
2027a	0.82	0.96	0.167	0.651	115.45	60.09	
2028a	1.44	1.12	0.108	0.286	33.52	18.70	
2029a	0.61	0.86	0.027	0.511	80.24	11.36	
2030a	2.20	1.41	0.101	0.020	0.61	67.92	
2031a	2.29	1.12	0.052	0.742	117.84	67.06	
2032a	0.92	0.97	0.013	0.023	0.69	74.76	
2032b	0.54	0.84	0.075	0.247	25.17	-57.45	
2033a	1.63	1.19	0.307	0.247	29.26	20.44	
2033b	0.13	0.56	0.151	0.520	89.15	-71.96	
2033c	1.54	1.16	0.109	0.070	4.44	-3.43	
2033d	0.77	0.94	0.159	0.201	21.38	36.71	
2034a	1.15	1.07	0.026	0.011	0.20	86.88	
2034b	1.17	1.02	0.336	1.831	451.29	21.38	
2034c	1.62	1.12	0.238	0.040	1.48	24.26	
2035a	1.15	1.03	0.382	0.367	46.74	3.29	
2036a	2.70	1.29	0.013	0.956	186.19	-52.68	
2037a	0.92	1.00	0.645	2.799	1085.45	2.63	
2038a	0.13	0.57	0.668	2.775	998.37	-86.64	
2039a	2.47	1.39	0.013	0.027	0.94	86.59	
2040a	0.61	0.84	0.056	1.629	414.13	63.07	
2041a	0.19	0.64	0.682	2.949	1152.24	-54.89	
2041b	2.52	1.56	0.223	2.941	1148.01	-25.25	
2041c	1.72	1.20	0.237	1.468	404.80	-42.08	
2042a	1.62	1.19	0.373	0.145	10.94	-69.96	
2043a	2.81	1.61	0.027	1.401	334.92	0.05	
2044a	0.30	0.70	0.122	2.338	760.08	-33.58	
2044b	2.90	1.57	0.540	1.245	295.20	-50.25	
2044c	1.86	1.15	0.118	2.910	1055.27	-15.61	
2045a	2.86	1.44	0.046	0.022	0.58	-13.48	
2046a	2.63	1.47	0.045	2.251	663.39	-83.86	
2047a	0.91	0.94	0.545	0.109	7.96	-78.91	
2047b	3.06	1.44	0.953	0.143	12.05	8.46	
2047c	2.63	1.29	0.070	2.387	819.38	-87.11	
2048a	2.20	1.36	0.465	0.931	199.52	-25.44	
2049a	2.64	1.29	0.115	2.710	880.47	-51.64	
2049b	1.69	1.12	0.022	1.358	312.36	79.04	
2050a	0.33	0.73	0.100	0.101	6.67	-57.21	
2051a	2.00	1.22	0.134	0.100	6.97	-88.89	
2052a	0.36	0.74	0.018	0.319	31.70	81.98	
2053a	1.24	1.06	0.168	0.014	0.35	52.62	
2054a	1.47	1.08	0.034	2.102	619.00	-89.39	
2054b	0.87	0.98	0.790	0.016	0.41	37.10	
2055a	1.93	1.16	0.242	1.221	259.32	69.24	
2055b	1.77	1.20	0.836	0.146	10.70	-18.80	
2056a	2.23	1.21	0.053	1.241	283.45	-72.50	
2057a	0.07	0.46	0.403	0.005	0.12	18.28	
2058a	0.68	0.91	0.215	1.742	638.81	56.45	
2059a	0.62	0.89	0.015	0.013	0.27	71.66	
2060a	0.21	0.62	0.082	0.006	0.09	61.38	
2060b	2.08	1.15	0.164	2.883	936.55	-32.53	
2061a	2.55	1.37	0.378	0.016	0.37	-85.55	
2061b	2.25	1.55	0.023	0.295	30.64	36.15	
2061c	0.63	0.91	0.035	0.149	11.02	19.74	
2062a	2.25	1.09	0.137	0.919	173.08	71.67	
2063a	3.02	1.68	0.055	0.016	0.44	-48.57	
2063b	1.98	1.16	0.323	2.759	989.99	-62.86	
2063c	3.02	1.36	0.263	0.027	0.95	-84.98	
2064a	2.98	1.44	0.934	2.489	809.16	84.74	
2065a	0.39	0.78	0.081	0.058	2.66	78.44	
2066a	2.15	1.28	0.012	0.481	68.11	75.28	
2066b	2.65	1.51	0.018	0.185	16.24	-77.87	
2067a	1.28	1.08	0.139	0.129	8.41	36.19	
2068a	2.14	1.14	0.880	0.085	5.40	-39.93	
2068b	1.17	1.07	0.045	0.015	0.41	-20.38	
